times,looking_binary,rmsVals,brightVals,roughVals,fluxVals,pitchVals
154,0,0.0489084196833725,1356.3716592263,13206.4329265577,443.696479008076,262.734031682756
154.5,0,0.0267028330266615,1943.97274746344,2977.44601543875,415.441226534259,NaN
155,0,0.0118145977887881,3983.01847867153,0,262.006774353338,NaN
155.5,0,0.0354869419219177,4145.84822946988,7855.68664380547,491.068217558715,382.548142808494
156,0,0.0430919558548369,2279.22276043555,18186.4966447427,422.820915512623,331.190109960714
156.5,0,0.0288924830318734,1790.12803991581,5322.97576384287,304.861089517579,344.119747905186
157,0,0.0108322244398636,3003.01022038476,0,361.582947444093,NaN
157.5,0,0.0464385692544283,4755.61775056916,10835.6561506826,403.098172718805,NaN
158,1,0.0594964456688492,2269.03696585955,58220.6742984185,615.280549703787,343.574243204075
158.5,1,0.0459021086103946,3182.98536599261,25627.438288174,506.264193025071,341.509711756856
159,1,0.0337286019014573,3648.16890264577,11489.3270136587,530.235704626971,354.196772451003
159.5,1,0.0434866108129516,4202.5979635065,897.531837012122,480.39543099869,396.56501983924
