times,looking_binary,rmsVals,brightVals,roughVals,fluxVals,pitchVals
160,1,0.0540687724480377,3076.64867413114,20711.8377156901,721.293573033164,405.45088916205
160.5,1,0.04160567534226,2222.53588542414,3612.0349547431,598.737965241983,397.840330889991
161,1,0.0169119873367926,2445.09177355477,154.16842994174,433.727837760078,NaN
161.5,1,0.0330993561701006,4961.19458734889,304.022246929131,121.260203022533,NaN
162,0,0.0523631126787818,3239.87812812852,32931.2146510362,704.008508987559,489.922460320369
162.5,0,0.0484059765734119,1967.77710163037,20527.4737911689,528.929015796123,269.698980983408
163,0,0.0265447103462853,1959.7176967476,2745.28699911921,431.600731816164,271.371435199939
163.5,0,0.0148086379043087,2979.62602800746,0,251.298994818189,NaN
164,0,0.0407401776140907,2943.84544049386,14210.2151975126,583.484501389946,333.018938592172
164.5,0,0.0476507776740667,2681.11378071855,14581.7642775829,425.94603953368,332.455043542914
165,0,0.0307131315986528,2278.14747180141,4493.37907906121,347.169719169242,338.142753329801
165.5,0,0.0111175754039747,3937.12925410261,0,429.574408622276,NaN
166,0,0.0472599396737828,4454.22019387702,13632.8657240383,518.905146007246,431.892699769664
166.5,0,0.0583298792497837,2387.02583267308,44794.0272215039,515.175278211047,346.158609677984
167,0,0.0438952670783408,3557.74245152303,13898.7593471641,496.002728899416,360.422887229732
167.5,0,0.035748486775861,3249.01546090004,13787.1114243842,491.010246541847,354.494618773137
168,0,0.0360003092642223,4214.51461003974,10165.8091711967,453.899982583425,366.137749575341
168.5,0,0.0471635177217152,4109.62907888822,32116.5606590505,642.66757014746,404.427135071967
169,0,0.0449574614060612,2705.75761550965,8079.4991046188,587.707437346263,399.244609430915
169.5,0,0.0239869935350293,2798.73371924819,298.972154422403,482.861179794891,406.043264587564
170,0,0.0473047234454591,2267.68032093134,67.7455623269166,142.335940474591,357.351143530321
170.5,1,0.0672249238797123,2193.28493232214,93810.3597870138,1006.15084663298,379.00707189101
171,1,0.0524794768251347,6395.22244809772,8707.83798277952,892.846118303666,406.442955416106
171.5,0,0.022031000256532,7603.64302703531,4019.47450909594,446.447570282669,462.989715740436
172,0,0.0213461455799942,3089.07878110883,0.0935309408640019,247.603004319126,NaN
172.5,0,0.0577211894501902,2280.49676096167,24187.0761182877,758.419756584349,393.596167276792
173,0,0.0661887675057584,2402.66005459218,34165.1964514812,651.987567723452,393.813066782548
173.5,0,0.0400085553601579,2542.06088151971,1852.91655808107,752.439255258334,398.735635157502
174,0,0.0343836433473205,3101.14193866487,2310.08234936417,397.473314086511,396.49545222958
174.5,0,0.0472067336990751,2622.10015515804,28961.1796313484,481.863461665308,406.915590896648
175,0,0.0492965933289135,4806.95660502335,9677.10215147014,632.322893220795,355.513554792718
175.5,0,0.0612239130491673,4431.81308624033,40159.8392529416,715.113365164412,355.705068364906
176,0,0.0553307705368773,6578.99756607353,7979.27752323509,667.866095657916,351.806573528439
176.5,0,0.0418206398936371,2284.77841856796,18419.0910262491,610.942103334339,252.943879180312
177,0,0.0467282861500835,2051.485952572,18294.212602855,411.831882690848,261.464201043835
177.5,0,0.0406409151673989,1595.97274430205,15244.4241286766,357.867083910925,269.015214292665
178,0,0.029637122412903,1493.87216658502,4864.7730173445,284.5961993115,269.336090754025
178.5,0,0.0189056307115552,3020.65914189443,1793.65155953763,226.211376061334,265.159255289233
179,0,0.0137024766852864,7978.79809763049,426.908070080845,215.742499705827,NaN
179.5,0,0.00960570220657422,7221.1949382733,84.4906259862036,129.600681175991,NaN
180,0,0.005492262314144,3724.28271350292,55.695181532923,66.9521169817205,NaN
180.5,0,0.00453899724516604,3282.09070379193,26.7901080858835,35.5268963013162,NaN
181,0,0.00257653980728284,2467.78680228241,0,40.029028205995,NaN
181.5,1,0.0236330586913516,2516.4334265035,69.3709835453198,139.863979654374,215.159353631667
182,1,0.0392644081611651,1994.16492494952,25201.1420931633,509.775218334764,224.635129645321
182.5,1,0.031549411303725,1435.86089522263,1794.09255486084,433.724046948364,221.513169801229
183,1,0.00348082046599416,2110.04697972031,0,282.076504257457,NaN
183.5,1,0.0207679167764985,2336.29781397291,82.3061310305331,134.206794306427,223.818399307952
184,1,0.0605978847777449,1639.08027604655,50495.3354040976,510.090017258871,223.950639361458
184.5,1,0.0634159200128093,4694.89221699534,88790.25506184,747.605740036885,716.147548529437
185,1,0.0382491801473303,4595.13588391402,8983.92469546182,724.249171754304,238.192732265713
